Ticker,Name,buy,sell,diff,Branch,Date,Branch_Code
00632R,元大台灣50反1,100,0,100,兆豐-員林,2023-01-03,003700300030006b
1605,華新,83,17,66,兆豐-員林,2023-01-03,003700300030006b
00637L,元大滬深300正2,64,4,60,兆豐-員林,2023-01-03,003700300030006b
1409,新纖,50,1,49,兆豐-員林,2023-01-03,003700300030006b
2890,永豐金,37,0,37,兆豐-員林,2023-01-03,003700300030006b
2618,長榮航,31,5,26,兆豐-員林,2023-01-03,003700300030006b
00902,中信電池及儲能,25,0,25,兆豐-員林,2023-01-03,003700300030006b
2609,陽明,28,8,20,兆豐-員林,2023-01-03,003700300030006b
1809,中釉,20,0,20,兆豐-員林,2023-01-03,003700300030006b
2884,玉山金,20,0,20,兆豐-員林,2023-01-03,003700300030006b
00878,國泰永續高股息,19,1,18,兆豐-員林,2023-01-03,003700300030006b
4114,健喬,90,75,15,兆豐-員林,2023-01-03,003700300030006b
2892,第一金,15,0,15,兆豐-員林,2023-01-03,003700300030006b
2612,中航,15,2,13,兆豐-員林,2023-01-03,003700300030006b
2891,中信金,12,0,12,兆豐-員林,2023-01-03,003700300030006b
5009,榮剛,13,1,12,兆豐-員林,2023-01-03,003700300030006b
2409,友達,15,5,10,兆豐-員林,2023-01-03,003700300030006b
2498,宏達電,44,34,10,兆豐-員林,2023-01-03,003700300030006b
2614,東森,11,1,10,兆豐-員林,2023-01-03,003700300030006b
2603,長榮,9,0,9,兆豐-員林,2023-01-03,003700300030006b
4130,健亞,11,2,9,兆豐-員林,2023-01-03,003700300030006b
2528,皇普,8,0,8,兆豐-員林,2023-01-03,003700300030006b
2929,淘帝-KY,8,0,8,兆豐-員林,2023-01-03,003700300030006b
6180,橘子,10,2,8,兆豐-員林,2023-01-03,003700300030006b
00772B,中信高評級公司債,6,0,6,兆豐-員林,2023-01-03,003700300030006b
1760,寶齡富錦,7,1,6,兆豐-員林,2023-01-03,003700300030006b
2204,中華,6,0,6,兆豐-員林,2023-01-03,003700300030006b
4171,瑞基,17,11,6,兆豐-員林,2023-01-03,003700300030006b
4714,永捷,6,0,6,兆豐-員林,2023-01-03,003700300030006b
9802,鈺齊-KY,6,0,6,兆豐-員林,2023-01-03,003700300030006b
1504,東元,5,0,5,兆豐-員林,2023-01-03,003700300030006b
00725B,國泰投資級公司債,5,0,5,兆豐-員林,2023-01-03,003700300030006b
1701,中化,11,6,5,兆豐-員林,2023-01-03,003700300030006b
1808,潤隆,5,0,5,兆豐-員林,2023-01-03,003700300030006b
2014,中鴻,6,1,5,兆豐-員林,2023-01-03,003700300030006b
2201,裕隆,5,0,5,兆豐-員林,2023-01-03,003700300030006b
2368,金像電,5,0,5,兆豐-員林,2023-01-03,003700300030006b
2388,威盛,5,0,5,兆豐-員林,2023-01-03,003700300030006b
2493,揚博,5,0,5,兆豐-員林,2023-01-03,003700300030006b
2495,普安,5,0,5,兆豐-員林,2023-01-03,003700300030006b
2615,萬海,15,10,5,兆豐-員林,2023-01-03,003700300030006b
2867,三商壽,5,0,5,兆豐-員林,2023-01-03,003700300030006b
3710,連展投控,5,0,5,兆豐-員林,2023-01-03,003700300030006b
4946,辣椒,5,0,5,兆豐-員林,2023-01-03,003700300030006b
5907,大洋-KY,5,0,5,兆豐-員林,2023-01-03,003700300030006b
9904,寶成,5,0,5,兆豐-員林,2023-01-03,003700300030006b
00633L,富邦上証正2,4,0,4,兆豐-員林,2023-01-03,003700300030006b
00892,富邦台灣半導體,4,0,4,兆豐-員林,2023-01-03,003700300030006b
2105,正新,6,2,4,兆豐-員林,2023-01-03,003700300030006b
2610,華航,11,7,4,兆豐-員林,2023-01-03,003700300030006b
